Timestamp,Yaw_Angle(degrees),Hex_Byte0,Hex_Byte1,Hex_Byte2,Hex_Byte3,Hex_Byte4,Hex_Byte5,Hex_All
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:21,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:22,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:23,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:23,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:23,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:23,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:23,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:23,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
2025-10-25 10:06:23,-0.0700073,0xff,0xd5,0xff,0x83,0x8c,0x99,"ff d5 ff 83 8c 99 00 00"
