Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 18:53:57.553,199,199,199
2025-11-15 18:54:07.552,200,200,200
2025-11-15 18:54:17.551,200,200,200
2025-11-15 18:54:27.551,200,200,200
2025-11-15 18:54:37.554,131,199,200
2025-11-15 18:54:47.551,200,198,200
2025-11-15 18:54:57.552,199,200,200
2025-11-15 18:55:07.551,200,200,200
2025-11-15 18:55:17.552,198,200,200
2025-11-15 18:55:27.551,197,200,200
2025-11-15 18:55:37.552,199,200,200
2025-11-15 18:55:47.551,198,200,200
2025-11-15 18:55:57.551,198,200,200
2025-11-15 18:56:07.552,198,200,200
2025-11-15 18:56:17.553,199,200,200
2025-11-15 18:56:27.552,197,200,200
2025-11-15 18:56:37.551,200,200,200
2025-11-15 18:56:47.553,200,200,200
2025-11-15 18:56:57.551,199,200,200
2025-11-15 18:57:07.551,200,198,200
