Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-04-08 19:20:15.031,0,199,199,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5914,0.6085
2026-04-08 19:20:25.031,0,200,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5914,0.6085
2026-04-08 19:20:35.032,0,200,200,0.00,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0000,0.0000,0.5914,0.6085
2026-04-08 19:20:45.031,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0000,0.0000,0.5914,0.6085
2026-04-08 19:20:55.031,0,197,200,0.00,10.3698,0.9136,0.0000,0.0000,0.0000,0.0000,0.1066,-0.3308,0.0000,0.5173,0.0827
2026-04-08 19:21:05.032,0,200,200,0.00,10.3698,0.9136,0.0000,0.0000,0.0000,0.0000,0.1121,0.1335,0.0000,0.0449,0.1801
2026-04-08 19:21:15.031,0,175,200,0.00,0.0000,-0.6152,0.0000,0.0000,0.0000,0.0000,0.3802,0.0051,0.0000,0.1239,0.4761
2026-04-08 19:21:25.032,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.3726,0.0214,0.0000,0.1147,0.4853
2026-04-08 19:21:35.030,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.3726,0.0214,0.0000,0.1147,0.4853
2026-04-08 19:21:45.030,0,200,200,0.00,-0.0052,0.0052,0.0000,0.0000,0.0000,0.0000,0.3726,0.0214,0.0000,0.1147,0.4853
2026-04-08 19:21:55.030,0,200,200,0.00,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.3726,0.0214,0.0000,0.1147,0.4853
