Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps
2025-11-22 12:31:28.928,196,197,199,163.06,0.0000,0.0000
2025-11-22 12:31:38.927,199,200,200,163.06,-0.0026,0.0000
2025-11-22 12:31:48.928,193,200,200,163.06,0.0026,-0.0026
2025-11-22 12:31:58.927,200,198,200,163.00,-0.0026,-0.0026
2025-11-22 12:32:08.927,176,186,200,158.06,-6.1522,6.1968
2025-11-22 12:32:18.928,198,200,200,159.18,-5.9507,6.0658
2025-11-22 12:32:28.927,199,200,200,158.81,-6.1183,5.8852
2025-11-22 12:32:38.927,198,200,200,-150.82,-5.7831,3.4688
2025-11-22 12:32:48.927,133,200,200,-146.50,-4.5186,5.3695
2025-11-22 12:32:58.927,198,200,200,145.37,-5.4664,5.9219
2025-11-22 12:33:08.927,199,200,200,160.37,-5.9664,5.9742
2025-11-22 12:33:18.927,199,200,200,148.31,-6.4062,6.7596
2025-11-22 12:33:28.927,200,200,200,147.50,-5.9769,5.8905
2025-11-22 12:33:38.928,197,200,200,88.87,0.0000,-0.0052
2025-11-22 12:33:48.927,199,199,200,88.81,0.0000,0.0000
2025-11-22 12:33:58.927,197,199,200,147.50,0.7906,-2.1336
2025-11-22 12:34:08.927,196,200,200,147.68,6.8382,-6.1156
2025-11-22 12:34:18.927,197,199,200,146.50,6.8696,-6.9219
2025-11-22 12:34:28.927,200,200,200,145.50,7.0188,-7.0162
