Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2025-11-29 20:15:38.925,395,197,199,0.00,0.0000,0.0026,0.0034,0.0072,-0.1682,0.9857,0.0000,-0.0000,-0.3380
2025-11-29 20:15:48.925,395,200,200,0.00,0.0000,0.0000,0.0034,0.0072,-0.1682,0.9857,0.0000,-0.0000,-0.3380
2025-11-29 20:15:58.924,393,200,200,0.00,0.0000,0.0026,0.0034,0.0072,-0.1682,0.9857,0.0001,-0.0000,-0.3380
2025-11-29 20:16:08.924,397,200,200,0.00,0.0026,-0.0052,0.0034,0.0072,-0.1682,0.9857,0.0001,-0.0000,-0.3380
2025-11-29 20:16:18.924,398,200,200,0.00,0.0026,0.0000,0.0034,0.0072,-0.1682,0.9857,0.0001,-0.0000,-0.3380
2025-11-29 20:16:28.927,398,199,200,0.00,-6.5345,6.8722,0.0072,0.0035,-0.1182,0.9929,1.8865,-0.5000,-0.2369
2025-11-29 20:16:38.924,397,200,200,0.00,-6.1392,6.0266,0.0038,0.0068,-0.1384,0.9903,4.8223,-1.3200,-0.2777
2025-11-29 20:16:48.925,395,200,200,0.00,-6.1497,5.9455,0.0010,0.0085,-0.1374,0.9904,7.7021,-2.1549,-0.2757
2025-11-29 20:16:58.925,397,200,200,0.00,-7.1576,2.6546,0.0019,0.0046,-0.3738,0.9274,10.4937,-3.0117,-0.7663
2025-11-29 20:17:08.925,393,200,200,0.00,-5.8224,6.1915,0.0099,-0.0039,-0.6398,0.7683,11.0862,-5.6134,-1.3887
2025-11-29 20:17:18.924,393,200,200,0.00,-6.3382,6.2858,0.0109,0.0012,-0.0933,0.9956,12.7414,-7.2530,-0.1868
2025-11-29 20:17:28.924,395,200,200,0.00,-6.2622,5.9952,0.0075,0.0068,-0.1664,0.9860,15.6095,-8.1216,-0.3343
2025-11-29 20:17:38.924,394,200,200,0.00,-6.4246,6.6680,0.0089,0.0065,-0.0669,0.9976,18.5272,-8.8564,-0.1338
2025-11-29 20:17:48.924,397,200,200,0.00,-5.8931,6.1680,0.0064,0.0029,-0.0627,0.9979,21.5143,-9.2389,-0.1255
2025-11-29 20:17:58.924,397,199,200,0.00,-4.7569,5.1496,0.0016,0.0111,0.6629,0.7485,23.4083,-8.2359,1.4498
2025-11-29 20:18:08.925,391,200,200,0.00,-6.0501,6.0135,0.0035,0.0121,0.5891,0.8078,24.0500,-5.3353,1.2603
2025-11-29 20:18:18.924,397,200,200,0.00,-1.6598,8.2467,0.0002,-0.0082,-0.9887,0.1490,22.7574,-3.9069,-2.8425
2025-11-29 20:18:28.924,395,200,200,0.00,-6.3015,5.7674,0.0057,-0.0083,-0.7899,0.6130,21.9441,-6.3434,-1.8217
2025-11-29 20:18:38.924,398,200,200,0.00,-5.9271,6.0580,0.0071,-0.0051,-0.8113,0.5844,20.9863,-9.1826,-1.8931
2025-11-29 20:18:48.925,397,200,200,0.00,-5.5475,6.3696,-0.0025,0.0081,0.9870,0.1599,18.7551,-9.0706,2.8204
2025-11-29 20:18:58.926,399,200,200,0.00,-5.9873,5.9140,-0.0029,0.0045,0.9888,0.1483,15.5522,-8.2314,2.8439
2025-11-29 20:19:08.925,392,199,200,0.00,-5.9899,6.1313,-0.0056,0.0063,0.9895,0.1439,12.6894,-7.3477,2.8528
2025-11-29 20:19:18.924,392,200,200,0.00,-5.1626,4.8982,-0.0026,0.0086,0.7394,0.6731,10.6924,-5.9133,1.6647
2025-11-29 20:19:28.925,393,200,200,0.00,-3.1599,6.7387,0.0022,0.0072,0.9374,0.2712,10.1454,-3.1490,2.5783
2025-11-29 20:19:38.925,392,200,200,0.00,-6.3826,5.7570,-0.0017,0.0125,0.9944,0.1046,7.3464,-2.6669,2.9321
2025-11-29 20:19:48.924,394,199,200,0.00,-6.0004,5.9690,-0.0024,0.0077,0.9922,0.1237,4.4394,-1.9321,2.8936
2025-11-29 20:19:58.925,396,198,200,0.00,-5.9166,5.8905,-0.0046,0.0053,0.9913,0.1304,1.5381,-1.1751,2.8801
2025-11-29 20:20:08.924,389,199,200,0.00,0.0000,-0.0079,-0.0036,0.0109,0.9901,0.1396,-0.4243,-0.6447,2.8616
2025-11-29 20:20:18.924,391,200,200,0.00,0.0000,-0.0052,-0.0036,0.0109,0.9901,0.1396,-0.4243,-0.6447,2.8616
2025-11-29 20:20:28.926,397,197,200,0.00,5.4559,5.9402,-0.0072,-0.0137,-0.9189,0.3940,-0.4347,-0.6458,-2.3317
2025-11-29 20:20:38.924,395,196,200,0.00,0.0026,-0.0104,0.0040,0.0072,-0.1508,0.9885,0.1830,-0.7180,-0.3027
2025-11-29 20:20:48.925,398,196,200,0.00,0.0000,-0.0026,0.0051,0.0072,-0.1873,0.9822,-0.1740,-0.5796,-0.3768
2025-11-29 20:20:58.925,396,200,200,0.00,0.0000,0.0131,0.0040,0.0080,-0.1940,0.9809,-0.2253,-0.5572,-0.3905
