Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 18:15:26.610,131,199,199
2025-11-15 18:15:36.610,199,200,200
2025-11-15 18:15:46.610,200,200,200
2025-11-15 18:15:56.610,199,200,200
2025-11-15 18:16:06.610,200,200,200
2025-11-15 18:16:16.610,200,200,200
2025-11-15 18:16:26.610,200,197,200
2025-11-15 18:16:36.612,199,181,200
2025-11-15 18:16:46.612,196,182,200
2025-11-15 18:16:56.610,199,181,200
2025-11-15 18:17:06.610,200,182,200
2025-11-15 18:17:16.611,197,181,200
2025-11-15 18:17:26.610,200,182,200
2025-11-15 18:17:36.610,200,181,200
2025-11-15 18:17:46.610,199,182,200
2025-11-15 18:17:56.611,198,181,200
2025-11-15 18:18:06.610,200,182,200
2025-11-15 18:18:16.610,198,181,200
2025-11-15 18:18:26.610,199,182,200
2025-11-15 18:18:36.612,198,181,200
2025-11-15 18:18:46.610,200,181,200
2025-11-15 18:18:56.610,197,182,200
2025-11-15 18:19:06.610,200,182,200
2025-11-15 18:19:16.610,199,181,200
2025-11-15 18:19:26.610,200,181,200
2025-11-15 18:19:36.610,199,181,200
2025-11-15 18:19:46.610,198,181,200
2025-11-15 18:19:56.611,200,181,200
2025-11-15 18:20:06.610,199,181,200
2025-11-15 18:20:16.610,198,182,200
2025-11-15 18:20:26.610,200,181,200
2025-11-15 18:20:36.610,199,182,200
2025-11-15 18:20:46.610,200,181,200
2025-11-15 18:20:56.610,200,182,200
