Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2026-03-19 15:10:25.808,0,198,199,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-03-19 15:10:35.807,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-03-19 15:10:45.808,0,200,200,0.00,-0.0026,-0.0052,0.0000,0.0000,0.0000,0.0000,-0.0004,0.0000,0.0000
2026-03-19 15:10:55.809,0,199,200,0.00,-2.4819,6.6445,0.0000,0.0000,0.0000,0.0000,0.1356,0.0012,0.0000
2026-03-19 15:11:05.807,0,197,200,0.00,-6.2753,5.8355,0.0000,0.0000,0.0000,0.0000,1.2720,2.6260,0.0000
2026-03-19 15:11:15.807,0,198,200,0.00,-7.0659,7.0110,0.0000,0.0000,0.0000,0.0000,1.2092,5.3895,0.0000
2026-03-19 15:11:25.807,0,199,200,0.00,-6.3748,5.7674,0.0000,0.0000,0.0000,0.0000,-1.4384,6.5775,0.0000
2026-03-19 15:11:35.807,0,199,200,0.00,-5.2386,7.0529,0.0000,0.0000,0.0000,0.0000,-4.2331,6.2936,0.0000
2026-03-19 15:11:45.808,0,199,200,0.00,-7.1550,6.7073,0.0000,0.0000,0.0000,0.0000,-2.8351,4.4784,0.0000
2026-03-19 15:11:55.807,0,199,200,0.00,-8.6603,3.1599,0.0000,0.0000,0.0000,0.0000,0.0888,3.7679,0.0000
2026-03-19 15:12:05.808,0,199,200,0.00,-0.0131,0.0000,0.0000,0.0000,0.0000,0.0000,1.0356,1.5018,0.0000
2026-03-19 15:12:15.807,0,200,200,0.00,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,1.0356,1.5018,0.0000
2026-03-19 15:12:25.809,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,1.0356,1.5018,0.0000
2026-03-19 15:12:35.807,0,200,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,1.0355,1.5024,0.0000
2026-03-19 15:12:45.808,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:12:55.808,0,200,200,0.00,-0.0052,-0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:13:05.808,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:13:15.807,0,200,200,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:13:25.807,0,200,200,0.00,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:13:35.807,0,200,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:13:45.809,0,200,200,0.00,0.0052,0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:13:55.807,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:14:05.807,0,200,200,0.00,-0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:14:15.807,0,200,200,0.00,-0.0026,-0.0052,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:14:25.808,0,200,200,0.00,0.0000,0.0079,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:14:35.807,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:14:45.807,0,200,200,0.00,0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:14:55.807,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:15:05.807,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:15:15.808,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:15:25.807,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:15:35.808,0,200,200,0.00,-0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:15:45.807,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:15:55.808,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:16:05.808,0,200,200,0.00,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:16:15.808,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,1.0354,1.5026,0.0000
2026-03-19 15:16:25.807,0,197,200,0.00,-1.6388,1.6572,0.0000,0.0000,0.0000,0.0000,1.0743,1.3738,0.0000
2026-03-19 15:16:35.809,0,197,200,0.00,0.6335,4.0527,0.0000,0.0000,0.0000,0.0000,0.9681,-0.1022,0.0000
