Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-04-08 14:16:29.166,0,197,199,0.00,4.0343,-0.0288,0.0000,0.0000,0.0000,0.0000,-0.1314,0.0071,0.0000,-0.0000,0.0000
2026-04-08 14:16:39.166,0,200,200,0.00,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2701,-0.0074,0.0000,-0.0000,0.0000
2026-04-08 14:16:49.167,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,-0.2701,-0.0074,0.0000,-0.0000,0.0000
2026-04-08 14:16:59.166,0,140,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2701,-0.0074,0.0000,-0.0000,0.0000
2026-04-08 14:17:09.166,0,91,200,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,-0.0423,0.0311,0.0000,-0.0000,0.0000
2026-04-08 14:17:19.166,0,197,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:17:29.165,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:17:39.166,0,200,200,0.00,-0.0052,0.0026,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:17:49.166,0,113,200,0.00,0.0052,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:17:59.166,0,119,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:18:09.166,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:18:19.166,0,189,200,0.00,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:18:29.166,0,43,200,0.00,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:18:39.166,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:18:49.166,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
2026-04-08 14:18:59.166,0,134,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0432,0.0000,-0.0000,0.0000
