Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 19:58:13.186,199,199,199
2025-11-15 19:58:23.185,199,200,200
2025-11-15 19:58:33.184,200,200,200
2025-11-15 19:58:43.185,198,191,200
2025-11-15 19:58:53.186,200,182,200
2025-11-15 19:59:03.186,169,181,200
2025-11-15 19:59:13.185,161,182,200
2025-11-15 19:59:23.185,197,181,200
2025-11-15 19:59:33.185,197,182,200
2025-11-15 19:59:43.186,200,181,200
2025-11-15 19:59:53.185,198,182,200
2025-11-15 20:00:03.184,198,181,200
2025-11-15 20:00:13.187,199,182,200
2025-11-15 20:00:23.184,199,181,200
2025-11-15 20:00:33.185,199,182,200
2025-11-15 20:00:43.187,197,181,200
2025-11-15 20:00:53.184,200,181,200
2025-11-15 20:01:03.187,200,182,200
2025-11-15 20:01:13.185,195,181,200
2025-11-15 20:01:23.184,199,182,200
2025-11-15 20:01:33.184,197,181,200
2025-11-15 20:01:43.186,198,182,200
2025-11-15 20:01:53.185,199,181,200
2025-11-15 20:02:03.184,198,182,200
2025-11-15 20:02:13.184,200,181,200
2025-11-15 20:02:23.184,198,182,200
2025-11-15 20:02:33.184,198,181,200
2025-11-15 20:02:43.184,197,182,200
