Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:49:04.911,198,199,199
2025-11-20 19:49:14.912,198,200,200
2025-11-20 19:49:24.913,196,199,200
2025-11-20 19:49:34.911,199,200,200
2025-11-20 19:49:44.914,199,198,200
2025-11-20 19:49:54.911,199,165,200
2025-11-20 19:50:04.913,194,166,200
2025-11-20 19:50:14.911,198,165,200
2025-11-20 19:50:24.911,198,166,200
2025-11-20 19:50:34.911,197,165,200
2025-11-20 19:50:44.911,198,166,200
2025-11-20 19:50:54.911,199,186,200
2025-11-20 19:51:04.913,197,200,200
