Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 18:45:30.592,197,199,199
2025-11-15 18:45:40.593,132,200,200
2025-11-15 18:45:50.593,199,200,200
2025-11-15 18:46:00.592,200,200,200
2025-11-15 18:46:10.592,200,200,200
2025-11-15 18:46:20.593,199,200,200
2025-11-15 18:46:30.592,199,200,200
2025-11-15 18:46:40.593,200,200,200
2025-11-15 18:46:50.595,200,200,200
2025-11-15 18:47:00.592,200,200,200
2025-11-15 18:47:10.592,199,200,200
2025-11-15 18:47:20.592,200,194,200
2025-11-15 18:47:30.592,200,179,200
2025-11-15 18:47:40.592,199,178,200
2025-11-15 18:47:50.592,200,179,200
2025-11-15 18:48:00.592,198,179,200
2025-11-15 18:48:10.593,198,178,200
2025-11-15 18:48:20.592,132,179,200
