Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-22 10:59:33.172,197,199,199
2025-11-22 10:59:43.172,200,200,200
2025-11-22 10:59:53.172,200,200,200
2025-11-22 11:00:03.172,198,199,200
2025-11-22 11:00:13.173,195,200,200
2025-11-22 11:00:23.172,194,200,200
2025-11-22 11:00:33.172,198,200,200
2025-11-22 11:00:43.172,198,200,200
2025-11-22 11:00:53.172,198,200,200
2025-11-22 11:01:03.172,199,200,200
2025-11-22 11:01:13.172,197,200,200
2025-11-22 11:01:23.172,198,200,200
2025-11-22 11:01:33.172,199,200,200
2025-11-22 11:01:43.172,200,200,200
2025-11-22 11:01:53.172,194,200,200
2025-11-22 11:02:03.172,200,200,200
2025-11-22 11:02:13.172,194,200,200
2025-11-22 11:02:23.172,199,200,200
2025-11-22 11:02:33.172,197,200,200
2025-11-22 11:02:43.172,199,200,200
2025-11-22 11:02:53.173,198,200,200
2025-11-22 11:03:03.172,199,200,200
2025-11-22 11:03:13.172,197,200,200
2025-11-22 11:03:23.172,200,200,200
2025-11-22 11:03:33.172,197,200,200
