Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 20:36:38.320,195,199,199
2025-11-15 20:36:48.320,200,200,200
2025-11-15 20:36:58.319,199,195,200
2025-11-15 20:37:08.319,200,179,200
2025-11-15 20:37:18.319,197,179,200
2025-11-15 20:37:28.319,199,178,200
2025-11-15 20:37:38.319,198,179,200
2025-11-15 20:37:48.319,166,178,200
2025-11-15 20:37:58.319,163,196,200
2025-11-15 20:38:08.319,199,200,200
2025-11-15 20:38:18.319,199,200,200
2025-11-15 20:38:28.320,200,200,200
2025-11-15 20:38:38.320,199,200,200
2025-11-15 20:38:48.320,198,200,200
