Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,X_Position,Y_Position
2025-11-22 12:00:13.286,197,199,199,135.00,0.0000,-0.0026,0.000,0.000
