Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 20:04:11.041,199,199,199
2025-11-15 20:04:21.036,199,200,200
2025-11-15 20:04:31.037,199,197,200
2025-11-15 20:04:41.037,197,181,200
2025-11-15 20:04:51.036,198,181,200
2025-11-15 20:05:01.037,197,180,200
2025-11-15 20:05:11.037,198,181,200
2025-11-15 20:05:21.038,200,181,200
2025-11-15 20:05:31.037,199,181,200
2025-11-15 20:05:41.037,198,181,200
2025-11-15 20:05:51.036,199,189,200
2025-11-15 20:06:01.035,200,200,200
2025-11-15 20:06:11.038,199,200,200
2025-11-15 20:06:21.037,199,200,200
2025-11-15 20:06:31.038,199,200,200
2025-11-15 20:06:41.038,197,200,200
2025-11-15 20:06:51.037,199,200,200
2025-11-15 20:07:01.036,198,200,200
2025-11-15 20:07:11.038,197,200,200
2025-11-15 20:07:21.037,132,200,200
