Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-22 09:29:33.829,197,199,199
2025-11-22 09:29:43.829,199,200,200
2025-11-22 09:29:53.829,200,200,200
2025-11-22 09:30:03.830,200,200,200
2025-11-22 09:30:13.830,200,200,200
2025-11-22 09:30:23.829,199,198,200
2025-11-22 09:30:33.829,199,200,200
2025-11-22 09:30:43.829,199,200,200
2025-11-22 09:30:53.830,198,200,200
2025-11-22 09:31:03.830,197,200,200
2025-11-22 09:31:13.829,200,200,200
2025-11-22 09:31:23.829,198,200,200
2025-11-22 09:31:33.829,198,200,200
2025-11-22 09:31:43.829,197,200,200
2025-11-22 09:31:53.829,199,200,200
2025-11-22 09:32:03.829,198,200,200
2025-11-22 09:32:13.830,200,200,200
2025-11-22 09:32:23.829,198,199,200
2025-11-22 09:32:33.829,200,199,200
