Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 20:22:58.284,198,199,199
2025-11-15 20:23:08.284,196,200,200
2025-11-15 20:23:18.284,198,194,200
2025-11-15 20:23:28.284,199,179,200
2025-11-15 20:23:38.284,199,178,200
2025-11-15 20:23:48.284,199,179,200
2025-11-15 20:23:58.284,199,178,200
2025-11-15 20:24:08.286,195,179,200
2025-11-15 20:24:18.285,198,179,200
2025-11-15 20:24:28.284,198,178,200
2025-11-15 20:24:38.285,200,179,200
2025-11-15 20:24:48.284,199,178,200
2025-11-15 20:24:58.285,197,179,200
2025-11-15 20:25:08.284,196,178,200
2025-11-15 20:25:18.285,195,179,200
2025-11-15 20:25:28.284,199,179,200
2025-11-15 20:25:38.284,198,178,200
2025-11-15 20:25:48.285,197,179,200
2025-11-15 20:25:58.285,199,177,200
2025-11-15 20:26:08.284,199,179,200
2025-11-15 20:26:18.285,200,179,200
2025-11-15 20:26:28.286,199,178,200
2025-11-15 20:26:38.286,199,179,200
2025-11-15 20:26:48.284,199,178,200
2025-11-15 20:26:58.284,198,179,200
2025-11-15 20:27:08.284,199,178,200
2025-11-15 20:27:18.284,199,181,200
2025-11-15 20:27:28.284,196,200,200
2025-11-15 20:27:38.284,199,200,200
2025-11-15 20:27:48.284,196,200,200
