Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:59:38.212,199,199,199
2025-11-20 19:59:48.212,197,200,200
2025-11-20 19:59:58.212,198,200,200
2025-11-20 20:00:08.212,199,200,200
2025-11-20 20:00:18.212,198,176,200
2025-11-20 20:00:28.212,197,166,200
2025-11-20 20:00:38.212,196,165,200
2025-11-20 20:00:48.212,197,166,200
2025-11-20 20:00:58.212,199,165,200
2025-11-20 20:01:08.212,199,166,200
2025-11-20 20:01:18.212,199,165,200
2025-11-20 20:01:28.213,196,166,200
2025-11-20 20:01:38.212,200,165,200
2025-11-20 20:01:48.212,198,166,200
2025-11-20 20:01:58.212,198,165,200
2025-11-20 20:02:08.212,198,165,200
2025-11-20 20:02:18.212,198,165,200
2025-11-20 20:02:28.212,198,166,200
2025-11-20 20:02:38.212,196,165,200
2025-11-20 20:02:48.212,197,165,200
2025-11-20 20:02:58.213,199,166,200
2025-11-20 20:03:08.212,199,165,200
2025-11-20 20:03:18.212,197,166,200
2025-11-20 20:03:28.213,198,165,200
2025-11-20 20:03:38.212,195,166,200
2025-11-20 20:03:48.213,199,165,200
2025-11-20 20:03:58.213,198,166,200
2025-11-20 20:04:08.212,198,182,200
2025-11-20 20:04:18.214,198,199,200
