Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:43:52.786,199,198,199
2025-11-20 19:44:02.786,199,200,200
2025-11-20 19:44:12.787,199,191,200
2025-11-20 19:44:22.786,197,166,200
2025-11-20 19:44:32.787,198,165,200
2025-11-20 19:44:42.786,199,166,200
2025-11-20 19:44:52.789,198,165,200
2025-11-20 19:45:02.787,197,165,200
2025-11-20 19:45:12.789,199,165,200
2025-11-20 19:45:22.787,195,166,200
2025-11-20 19:45:32.786,197,165,200
2025-11-20 19:45:42.789,198,166,200
2025-11-20 19:45:52.786,199,165,200
2025-11-20 19:46:02.786,198,166,200
2025-11-20 19:46:12.788,197,195,200
2025-11-20 19:46:22.786,199,200,200
2025-11-20 19:46:32.788,199,200,200
2025-11-20 19:46:42.787,199,198,200
2025-11-20 19:46:52.786,199,200,200
2025-11-20 19:47:02.787,198,200,200
2025-11-20 19:47:12.787,199,200,200
2025-11-20 19:47:22.788,199,200,200
2025-11-20 19:47:32.788,200,200,200
2025-11-20 19:47:42.786,154,200,200
2025-11-20 19:47:52.787,7,200,200
2025-11-20 19:48:02.787,149,199,200
2025-11-20 19:48:12.786,198,199,200
