Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:52:58.866,196,198,199
2025-11-20 19:53:08.867,200,200,200
2025-11-20 19:53:18.866,200,200,200
2025-11-20 19:53:28.867,198,191,200
2025-11-20 19:53:38.866,198,165,200
2025-11-20 19:53:48.866,198,166,200
2025-11-20 19:53:58.868,195,165,200
2025-11-20 19:54:08.866,197,166,200
2025-11-20 19:54:18.867,197,165,200
2025-11-20 19:54:28.869,198,165,200
2025-11-20 19:54:38.866,197,165,200
2025-11-20 19:54:48.866,200,165,200
2025-11-20 19:54:58.866,198,165,200
2025-11-20 19:55:08.865,197,165,200
2025-11-20 19:55:18.866,199,165,200
2025-11-20 19:55:28.866,197,165,200
2025-11-20 19:55:38.866,198,166,200
2025-11-20 19:55:48.866,197,165,200
2025-11-20 19:55:58.866,197,166,200
2025-11-20 19:56:08.867,197,165,200
2025-11-20 19:56:18.866,196,166,200
2025-11-20 19:56:28.869,200,165,200
2025-11-20 19:56:38.866,194,166,200
2025-11-20 19:56:48.867,195,165,200
2025-11-20 19:56:58.867,195,166,200
2025-11-20 19:57:08.866,196,194,200
2025-11-20 19:57:18.866,198,200,200
2025-11-20 19:57:28.866,199,198,200
