Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 20:23:07.622,196,196,199
2025-11-20 20:23:17.621,198,200,200
2025-11-20 20:23:27.622,200,188,200
2025-11-20 20:23:37.624,197,165,200
2025-11-20 20:23:47.623,198,165,200
2025-11-20 20:23:57.622,196,165,200
2025-11-20 20:24:07.622,197,165,200
2025-11-20 20:24:17.622,196,166,200
2025-11-20 20:24:27.622,196,165,200
2025-11-20 20:24:37.622,197,166,200
2025-11-20 20:24:47.622,198,165,200
2025-11-20 20:24:57.622,185,155,200
2025-11-20 20:25:07.622,198,165,200
2025-11-20 20:25:17.624,199,165,200
2025-11-20 20:25:27.622,198,166,200
2025-11-20 20:25:37.622,198,165,200
2025-11-20 20:25:47.622,199,166,200
2025-11-20 20:25:57.622,198,165,200
2025-11-20 20:26:07.622,199,166,200
2025-11-20 20:26:17.622,200,165,200
2025-11-20 20:26:27.622,199,166,200
2025-11-20 20:26:37.622,199,165,200
2025-11-20 20:26:47.622,199,166,200
2025-11-20 20:26:57.622,198,165,200
2025-11-20 20:27:07.623,198,166,200
2025-11-20 20:27:17.622,199,170,200
2025-11-20 20:27:27.623,199,171,200
2025-11-20 20:27:37.622,195,192,200
2025-11-20 20:27:47.623,198,200,200
