Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:27:26.417,197,199,199
2025-11-20 19:27:36.419,198,200,200
2025-11-20 19:27:46.417,200,200,200
2025-11-20 19:27:56.416,199,200,200
2025-11-20 19:28:06.417,196,197,200
2025-11-20 19:28:16.417,198,166,200
2025-11-20 19:28:26.417,199,165,200
2025-11-20 19:28:36.417,199,166,200
2025-11-20 19:28:46.418,199,165,200
2025-11-20 19:28:56.417,199,166,200
2025-11-20 19:29:06.418,196,165,200
2025-11-20 19:29:16.417,197,166,200
2025-11-20 19:29:26.417,197,165,200
2025-11-20 19:29:36.418,198,166,200
2025-11-20 19:29:46.417,200,184,200
2025-11-20 19:29:56.417,200,200,200
2025-11-20 19:30:06.417,199,200,200
2025-11-20 19:30:16.417,196,200,200
2025-11-20 19:30:26.417,196,200,200
2025-11-20 19:30:36.417,196,200,200
