Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-04-09 19:47:34.159,0,199,199,0.00,0.0079,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:47:44.159,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:47:54.159,0,200,200,0.00,-0.0052,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:48:04.159,0,200,200,0.00,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:48:14.159,0,200,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:48:24.160,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:48:34.160,0,200,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:48:44.159,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:48:54.159,0,199,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:49:04.159,0,199,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:49:14.159,0,199,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:49:24.159,0,199,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:49:34.159,0,186,200,0.00,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:49:44.160,0,200,200,0.00,-4.8485,7.1104,0.0000,0.0000,0.0000,0.0000,1.8373,1.1018,0.0000,-0.2434,0.3566
2026-04-09 19:49:54.160,0,197,200,0.00,-7.1288,6.4350,0.0000,0.0000,0.0000,0.0000,0.1304,3.7280,0.0000,-0.3254,0.4154
2026-04-09 19:50:04.159,0,199,200,0.00,-5.4716,6.5083,0.0000,0.0000,0.0000,0.0000,-2.6272,4.4736,0.0000,-0.2739,0.3261
2026-04-09 19:50:14.159,0,200,200,0.00,-5.7648,6.0737,0.0000,0.0000,0.0000,0.0000,-4.3815,1.7981,0.0000,-0.2964,0.3036
2026-04-09 19:50:24.159,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.7305,1.1045,0.0000,-0.0000,0.0000
2026-04-09 19:50:34.159,0,199,200,0.00,-3.5709,8.4666,0.0000,0.0000,0.0000,0.0000,-3.3887,0.4721,0.0000,-0.1794,0.4206
2026-04-09 19:50:44.159,0,199,200,0.00,-6.1208,6.4141,0.0000,0.0000,0.0000,0.0000,-2.9529,3.6104,0.0000,-0.3059,0.3176
2026-04-09 19:50:54.159,0,199,200,0.00,-7.7623,4.4558,0.0000,0.0000,0.0000,0.0000,-3.4568,6.5169,0.0000,-0.3925,0.2075
2026-04-09 19:51:04.160,0,200,200,0.00,-7.0058,7.7466,0.0000,0.0000,0.0000,0.0000,-0.8861,8.6054,0.0000,-0.3690,0.4092
2026-04-09 19:51:14.160,0,184,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:51:24.159,0,39,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:51:34.159,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:51:44.160,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:51:54.159,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:52:04.160,0,200,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:52:14.160,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:52:24.159,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:52:34.160,0,200,200,0.00,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:52:44.159,0,200,200,0.00,-0.0052,-0.0026,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:52:54.159,0,200,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:53:04.161,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:53:14.159,0,200,200,0.00,-0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:53:24.159,0,200,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:53:34.159,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8682,8.6217,0.0000,-0.0000,0.0000
2026-04-09 19:53:44.159,0,144,200,0.00,-1.6074,-2.9740,0.0000,0.0000,0.0000,0.0000,0.4206,8.3446,0.0000,-0.0000,0.0000
2026-04-09 19:53:54.159,0,198,200,0.00,-1.6074,-2.9740,0.0000,0.0000,0.0000,0.0000,0.3416,8.4766,0.0000,-0.0000,0.0000
2026-04-09 19:54:04.159,0,200,200,0.00,-1.6074,-2.9740,0.0000,0.0000,0.0000,0.0000,0.2905,8.3314,0.0000,-0.0000,0.0000
2026-04-09 19:54:14.159,0,174,200,0.00,7.8749,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0480,7.9907,0.0000,-0.0000,0.0000
