Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-22 11:30:40.974,197,199,199
2025-11-22 11:30:50.975,198,200,200
2025-11-22 11:31:00.976,199,199,200
2025-11-22 11:31:10.973,199,200,200
2025-11-22 11:31:20.974,196,200,200
2025-11-22 11:31:30.973,199,200,200
2025-11-22 11:31:40.973,195,200,200
2025-11-22 11:31:50.974,198,199,200
2025-11-22 11:32:00.973,200,200,200
2025-11-22 11:32:10.975,198,200,200
2025-11-22 11:32:20.974,200,200,200
2025-11-22 11:32:30.975,195,200,200
2025-11-22 11:32:40.973,198,200,200
2025-11-22 11:32:50.973,198,200,200
2025-11-22 11:33:00.974,198,200,200
2025-11-22 11:33:10.974,200,200,200
2025-11-22 11:33:20.973,194,200,200
2025-11-22 11:33:30.974,199,200,200
2025-11-22 11:33:40.974,196,200,200
2025-11-22 11:33:50.974,198,200,200
2025-11-22 11:34:00.973,199,200,200
2025-11-22 11:34:10.974,198,200,200
2025-11-22 11:34:20.974,196,200,200
2025-11-22 11:34:30.975,198,200,200
2025-11-22 11:34:40.974,200,200,200
2025-11-22 11:34:50.973,197,200,200
2025-11-22 11:35:00.975,200,200,200
2025-11-22 11:35:10.974,198,199,200
2025-11-22 11:35:20.973,195,200,200
2025-11-22 11:35:30.973,187,200,200
2025-11-22 11:35:40.973,199,200,200
2025-11-22 11:35:50.974,197,200,200
2025-11-22 11:36:00.973,200,200,200
2025-11-22 11:36:10.979,199,200,200
2025-11-22 11:36:20.974,198,200,200
