Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:31:44.041,198,198,199
2025-11-20 19:31:54.040,200,180,200
2025-11-20 19:32:04.040,197,166,200
2025-11-20 19:32:14.040,198,165,200
2025-11-20 19:32:24.040,198,166,200
2025-11-20 19:32:34.040,197,165,200
2025-11-20 19:32:44.040,195,166,200
2025-11-20 19:32:54.040,198,165,200
2025-11-20 19:33:04.040,200,165,200
2025-11-20 19:33:14.040,198,147,200
2025-11-20 19:33:24.041,199,199,200
2025-11-20 19:33:34.040,200,200,200
2025-11-20 19:33:44.042,199,200,200
