Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-22 10:39:22.988,199,199,199
2025-11-22 10:39:32.988,199,200,200
2025-11-22 10:39:42.989,197,199,200
2025-11-22 10:39:52.988,199,200,200
2025-11-22 10:40:02.988,197,199,200
2025-11-22 10:40:12.989,200,199,200
2025-11-22 10:40:22.988,193,199,200
2025-11-22 10:40:32.989,197,200,200
2025-11-22 10:40:42.988,197,200,200
2025-11-22 10:40:52.988,197,200,200
2025-11-22 10:41:02.988,198,200,200
2025-11-22 10:41:12.988,198,200,200
2025-11-22 10:41:22.989,197,200,200
2025-11-22 10:41:32.988,197,200,200
2025-11-22 10:41:42.988,199,200,200
2025-11-22 10:41:52.988,197,200,200
2025-11-22 10:42:02.989,198,200,200
2025-11-22 10:42:12.991,199,200,200
2025-11-22 10:42:22.988,198,200,200
2025-11-22 10:42:32.988,197,200,200
2025-11-22 10:42:42.989,200,200,200
2025-11-22 10:42:52.988,130,200,200
2025-11-22 10:43:02.988,197,200,200
2025-11-22 10:43:12.988,198,200,200
2025-11-22 10:43:22.988,200,200,200
2025-11-22 10:43:32.988,198,200,200
2025-11-22 10:43:42.988,197,200,200
2025-11-22 10:43:52.989,199,200,200
2025-11-22 10:44:02.988,194,200,200
