Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 20:56:06.819,98,99,99
2025-11-15 20:56:16.818,100,100,100
2025-11-15 20:56:26.819,100,100,100
2025-11-15 20:56:36.819,100,100,100
2025-11-15 20:56:46.819,100,106,100
2025-11-15 20:56:56.820,100,131,100
2025-11-15 20:57:06.819,99,131,100
2025-11-15 20:57:16.819,100,130,100
2025-11-15 20:57:26.819,100,132,100
2025-11-15 20:57:36.819,100,130,100
2025-11-15 20:57:46.819,97,130,100
2025-11-15 20:57:56.819,99,131,100
2025-11-15 20:58:06.819,100,130,100
2025-11-15 20:58:16.819,100,131,100
2025-11-15 20:58:26.819,99,130,100
2025-11-15 20:58:36.819,100,127,100
2025-11-15 20:58:46.819,99,131,100
2025-11-15 20:58:56.819,100,131,100
2025-11-15 20:59:06.820,96,130,100
2025-11-15 20:59:16.819,100,132,100
2025-11-15 20:59:26.819,100,130,100
2025-11-15 20:59:36.819,100,130,100
2025-11-15 20:59:46.819,100,132,100
2025-11-15 20:59:56.819,99,130,100
2025-11-15 21:00:06.820,100,129,100
2025-11-15 21:00:16.819,100,131,100
2025-11-15 21:00:26.818,100,113,100
2025-11-15 21:00:36.818,100,100,100
2025-11-15 21:00:46.819,100,100,100
2025-11-15 21:00:56.820,99,100,100
2025-11-15 21:01:06.819,99,100,100
2025-11-15 21:01:16.818,100,100,100
