Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec (mode 1, PS2 on)
2025-11-15 10:14:13.966,196,195,199
2025-11-15 10:14:23.971,199,200,200
2025-11-15 10:14:33.966,191,200,200
2025-11-15 10:14:43.967,194,200,200
2025-11-15 10:14:53.966,193,200,200
2025-11-15 10:15:03.967,199,200,200
2025-11-15 10:15:13.968,133,200,200
2025-11-15 10:15:23.967,199,200,200
2025-11-15 10:15:33.968,197,200,200
2025-11-15 10:15:43.973,191,200,200
2025-11-15 10:15:53.966,195,200,200
2025-11-15 10:16:03.968,198,200,200
2025-11-15 10:16:13.966,198,199,200
2025-11-15 10:16:23.969,200,200,200
2025-11-15 10:16:33.966,200,200,200
2025-11-15 10:16:43.967,198,200,200
2025-11-15 10:16:53.967,199,200,200
2025-11-15 10:17:03.966,199,200,200
2025-11-15 10:17:13.967,200,200,200
2025-11-15 10:17:23.966,199,200,200
2025-11-15 10:17:33.969,199,200,200
2025-11-15 10:17:43.966,198,200,200
2025-11-15 10:17:53.966,200,199,200
2025-11-15 10:18:03.969,199,200,200
2025-11-15 10:18:13.969,199,200,200
2025-11-15 10:18:23.970,199,200,200
2025-11-15 10:18:33.969,198,200,200
2025-11-15 10:18:43.966,200,200,200
2025-11-15 10:18:53.967,198,200,200
2025-11-15 10:19:03.968,199,200,200
2025-11-15 10:19:13.967,199,200,200
2025-11-15 10:19:23.967,200,200,200
2025-11-15 10:19:33.966,199,199,200
2025-11-15 10:19:43.970,178,200,200
2025-11-15 10:19:53.966,155,200,200
2025-11-15 10:20:03.969,200,200,200
2025-11-15 10:20:13.966,200,200,200
2025-11-15 10:20:23.969,197,200,200
2025-11-15 10:20:33.967,198,200,200
2025-11-15 10:20:43.966,198,200,200
2025-11-15 10:20:53.965,200,200,200
