Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:23:22.538,196,198,199
2025-11-20 19:23:32.538,198,200,200
2025-11-20 19:23:42.538,200,200,200
2025-11-20 19:23:52.538,199,200,200
2025-11-20 19:24:02.538,200,184,200
2025-11-20 19:24:12.538,197,167,200
2025-11-20 19:24:22.538,197,165,200
2025-11-20 19:24:32.538,199,166,200
2025-11-20 19:24:42.538,198,165,200
2025-11-20 19:24:52.538,199,183,200
2025-11-20 19:25:02.538,199,200,200
2025-11-20 19:25:12.538,200,200,200
2025-11-20 19:25:22.538,199,172,200
2025-11-20 19:25:32.538,200,165,200
2025-11-20 19:25:42.538,197,172,200
