Timestamp,Yaw_Angle(degrees)
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:17,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.12
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.18
2025-10-25 10:00:18,3.25
2025-10-25 10:00:19,3.25
2025-10-25 10:00:19,3.25
2025-10-25 10:00:19,3.31
2025-10-25 10:00:19,3.37
2025-10-25 10:00:19,3.43
2025-10-25 10:00:19,3.5
2025-10-25 10:00:19,3.56
2025-10-25 10:00:19,3.68
2025-10-25 10:00:19,3.75
2025-10-25 10:00:19,3.87
2025-10-25 10:00:19,3.93
2025-10-25 10:00:19,4.06
2025-10-25 10:00:19,4.12
2025-10-25 10:00:19,4.18
2025-10-25 10:00:19,4.31
2025-10-25 10:00:19,4.37
2025-10-25 10:00:19,4.43
2025-10-25 10:00:19,4.56
2025-10-25 10:00:19,4.68
2025-10-25 10:00:19,4.81
2025-10-25 10:00:19,4.93
2025-10-25 10:00:19,5.06
2025-10-25 10:00:19,5.22
2025-10-25 10:00:19,5.43
2025-10-25 10:00:19,5.62
2025-10-25 10:00:19,5.87
2025-10-25 10:00:19,6.12
2025-10-25 10:00:19,6.37
2025-10-25 10:00:19,6.62
2025-10-25 10:00:19,6.87
2025-10-25 10:00:19,7.18
2025-10-25 10:00:19,7.43
2025-10-25 10:00:19,7.62
2025-10-25 10:00:19,7.87
2025-10-25 10:00:20,8.12
2025-10-25 10:00:20,8.43
2025-10-25 10:00:20,8.75
2025-10-25 10:00:20,9
2025-10-25 10:00:20,9.31
2025-10-25 10:00:20,9.56
2025-10-25 10:00:20,9.75
2025-10-25 10:00:20,10.12
2025-10-25 10:00:20,10.43
2025-10-25 10:00:20,10.68
2025-10-25 10:00:20,10.93
2025-10-25 10:00:20,11.12
2025-10-25 10:00:20,11.5
2025-10-25 10:00:20,11.81
2025-10-25 10:00:20,12
2025-10-25 10:00:20,12.25
2025-10-25 10:00:20,12.5
2025-10-25 10:00:20,12.81
2025-10-25 10:00:20,13.06
2025-10-25 10:00:20,13.25
2025-10-25 10:00:20,13.5
2025-10-25 10:00:20,13.81
2025-10-25 10:00:20,14.06
2025-10-25 10:00:20,14.37
2025-10-25 10:00:20,14.62
2025-10-25 10:00:20,14.81
2025-10-25 10:00:20,15.06
2025-10-25 10:00:20,15.37
2025-10-25 10:00:20,15.62
2025-10-25 10:00:20,15.93
2025-10-25 10:00:20,16.25
2025-10-25 10:00:20,16.43
2025-10-25 10:00:20,16.75
2025-10-25 10:00:20,17
2025-10-25 10:00:20,17.31
2025-10-25 10:00:21,17.62
2025-10-25 10:00:21,18.06
2025-10-25 10:00:21,18.37
2025-10-25 10:00:21,18.56
2025-10-25 10:00:21,18.87
2025-10-25 10:00:21,19.18
2025-10-25 10:00:21,19.5
2025-10-25 10:00:21,19.81
2025-10-25 10:00:21,20.18
2025-10-25 10:00:21,20.5
2025-10-25 10:00:21,20.68
2025-10-25 10:00:21,21.06
2025-10-25 10:00:21,21.5
2025-10-25 10:00:21,21.68
2025-10-25 10:00:21,22.06
2025-10-25 10:00:21,22.5
2025-10-25 10:00:21,22.81
2025-10-25 10:00:21,23.18
2025-10-25 10:00:21,23.37
2025-10-25 10:00:21,23.75
2025-10-25 10:00:21,24.06
2025-10-25 10:00:21,24.37
2025-10-25 10:00:21,24.75
2025-10-25 10:00:21,24.93
2025-10-25 10:00:21,25.25
2025-10-25 10:00:21,25.56
2025-10-25 10:00:21,25.87
2025-10-25 10:00:21,26.18
2025-10-25 10:00:21,26.56
2025-10-25 10:00:21,26.87
2025-10-25 10:00:21,27.12
2025-10-25 10:00:21,27.43
2025-10-25 10:00:21,27.75
2025-10-25 10:00:21,28.06
2025-10-25 10:00:22,28.37
2025-10-25 10:00:22,28.68
2025-10-25 10:00:22,29
2025-10-25 10:00:22,29.31
2025-10-25 10:00:22,29.5
2025-10-25 10:00:22,29.81
2025-10-25 10:00:22,30.12
2025-10-25 10:00:22,30.43
2025-10-25 10:00:22,30.75
2025-10-25 10:00:22,31.06
2025-10-25 10:00:22,31.37
2025-10-25 10:00:22,31.68
2025-10-25 10:00:22,32
2025-10-25 10:00:22,32.31
2025-10-25 10:00:22,32.62
2025-10-25 10:00:22,32.93
2025-10-25 10:00:22,33.25
2025-10-25 10:00:22,25.82
2025-10-25 10:00:22,26.13
2025-10-25 10:00:22,26.44
2025-10-25 10:00:22,26.75
2025-10-25 10:00:22,27.07
2025-10-25 10:00:22,27.38
2025-10-25 10:00:22,27.63
2025-10-25 10:00:22,28.07
2025-10-25 10:00:22,36.06
2025-10-25 10:00:22,36.37
2025-10-25 10:00:22,36.68
2025-10-25 10:00:22,36.87
2025-10-25 10:00:22,37.18
2025-10-25 10:00:22,37.5
2025-10-25 10:00:22,37.81
2025-10-25 10:00:22,38.12
2025-10-25 10:00:22,38.43
2025-10-25 10:00:23,38.75
2025-10-25 10:00:23,39.06
2025-10-25 10:00:23,39.31
2025-10-25 10:00:23,39.56
2025-10-25 10:00:23,39.93
2025-10-25 10:00:23,40.18
2025-10-25 10:00:23,40.5
2025-10-25 10:00:23,40.75
2025-10-25 10:00:23,40.93
2025-10-25 10:00:23,41.12
2025-10-25 10:00:23,41.37
2025-10-25 10:00:23,41.62
2025-10-25 10:00:23,41.87
2025-10-25 10:00:23,42.06
2025-10-25 10:00:23,42.31
2025-10-25 10:00:23,42.5
2025-10-25 10:00:23,42.68
2025-10-25 10:00:23,42.87
2025-10-25 10:00:23,43.18
2025-10-25 10:00:23,43.37
2025-10-25 10:00:23,43.62
2025-10-25 10:00:23,43.75
2025-10-25 10:00:23,44
2025-10-25 10:00:23,44.18
2025-10-25 10:00:23,44.43
2025-10-25 10:00:23,44.62
2025-10-25 10:00:23,44.87
2025-10-25 10:00:23,45
2025-10-25 10:00:23,45.25
2025-10-25 10:00:23,45.43
2025-10-25 10:00:23,45.62
2025-10-25 10:00:23,45.87
2025-10-25 10:00:23,46.12
2025-10-25 10:00:23,46.37
2025-10-25 10:00:24,46.56
2025-10-25 10:00:24,46.68
2025-10-25 10:00:24,46.87
2025-10-25 10:00:24,47.06
2025-10-25 10:00:24,47.25
2025-10-25 10:00:24,47.43
2025-10-25 10:00:24,47.62
2025-10-25 10:00:24,47.68
2025-10-25 10:00:24,47.87
2025-10-25 10:00:24,48.06
2025-10-25 10:00:24,48.18
2025-10-25 10:00:24,48.37
2025-10-25 10:00:24,48.56
2025-10-25 10:00:24,48.75
2025-10-25 10:00:24,48.87
2025-10-25 10:00:24,49
2025-10-25 10:00:24,49.18
2025-10-25 10:00:24,49.31
2025-10-25 10:00:24,49.43
2025-10-25 10:00:24,49.56
2025-10-25 10:00:24,49.68
2025-10-25 10:00:24,49.81
2025-10-25 10:00:24,49.93
2025-10-25 10:00:24,50.06
2025-10-25 10:00:24,50.25
2025-10-25 10:00:24,50.37
2025-10-25 10:00:24,50.5
2025-10-25 10:00:24,50.62
2025-10-25 10:00:24,50.68
2025-10-25 10:00:24,50.68
2025-10-25 10:00:24,50.75
2025-10-25 10:00:24,50.75
2025-10-25 10:00:24,50.75
2025-10-25 10:00:24,50.75
2025-10-25 10:00:24,50.75
2025-10-25 10:00:25,50.75
