Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 19:42:31.125,199,199,199
2025-11-15 19:42:41.124,199,200,200
2025-11-15 19:42:51.125,200,200,200
2025-11-15 19:43:01.125,200,200,200
2025-11-15 19:43:11.123,199,200,200
2025-11-15 19:43:21.125,200,200,200
2025-11-15 19:43:31.127,198,196,200
2025-11-15 19:43:41.124,199,181,200
2025-11-15 19:43:51.125,199,182,200
2025-11-15 19:44:01.125,194,180,200
2025-11-15 19:44:11.124,199,182,200
2025-11-15 19:44:21.124,198,181,200
2025-11-15 19:44:31.124,199,182,200
2025-11-15 19:44:41.124,184,169,200
2025-11-15 19:44:51.124,199,181,200
2025-11-15 19:45:01.124,195,181,200
2025-11-15 19:45:11.124,185,169,200
2025-11-15 19:45:21.125,197,182,200
2025-11-15 19:45:31.126,185,181,200
2025-11-15 19:45:41.123,146,182,200
2025-11-15 19:45:51.126,133,181,200
2025-11-15 19:46:01.123,193,182,200
2025-11-15 19:46:11.124,200,181,200
2025-11-15 19:46:21.123,197,182,200
2025-11-15 19:46:31.124,198,181,200
2025-11-15 19:46:41.124,199,182,200
2025-11-15 19:46:51.124,198,181,200
2025-11-15 19:47:01.124,200,182,200
2025-11-15 19:47:11.124,197,181,200
2025-11-15 19:47:21.123,197,182,200
2025-11-15 19:47:31.123,200,181,200
