Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 18:24:33.371,198,199,199
2025-11-15 18:24:43.368,198,200,200
2025-11-15 18:24:53.370,198,190,200
2025-11-15 18:25:03.370,199,182,200
2025-11-15 18:25:13.369,199,181,200
2025-11-15 18:25:23.368,198,182,200
2025-11-15 18:25:33.368,198,179,200
2025-11-15 18:25:43.370,198,182,200
2025-11-15 18:25:53.369,197,181,200
2025-11-15 18:26:03.371,197,178,200
2025-11-15 18:26:13.368,200,181,200
2025-11-15 18:26:23.370,198,182,200
2025-11-15 18:26:33.371,198,190,200
