Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-22 09:37:46.309,199,199,199
2025-11-22 09:37:56.309,199,199,200
2025-11-22 09:38:06.311,200,200,200
2025-11-22 09:38:16.309,198,200,200
2025-11-22 09:38:26.309,199,200,200
2025-11-22 09:38:36.309,200,200,200
2025-11-22 09:38:46.311,196,200,200
2025-11-22 09:38:56.309,200,200,200
2025-11-22 09:39:06.309,199,200,200
2025-11-22 09:39:16.309,200,200,200
2025-11-22 09:39:26.309,199,200,200
2025-11-22 09:39:36.309,200,200,200
2025-11-22 09:39:46.309,199,200,200
2025-11-22 09:39:56.309,200,200,200
2025-11-22 09:40:06.309,200,200,200
2025-11-22 09:40:16.309,200,200,200
2025-11-22 09:40:26.310,200,200,200
2025-11-22 09:40:36.309,199,200,200
