Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-04-08 19:12:20.118,0,199,199,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2216,0.2284
2026-04-08 19:12:30.118,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5909,0.6091
2026-04-08 19:12:40.119,0,200,200,0.00,-0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5909,0.6091
2026-04-08 19:12:50.118,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5080,0.0920
2026-04-08 19:13:00.118,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5101,0.0899
2026-04-08 19:13:10.118,0,200,200,0.00,0.0052,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5115,0.0885
2026-04-08 19:13:20.118,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5115,0.0885
2026-04-08 19:13:30.118,0,200,200,0.00,-1.3561,1.3090,0.0000,0.0000,0.0000,0.0000,0.0081,-0.0000,0.0000,0.5115,0.0885
2026-04-08 19:13:40.118,0,199,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.0075,0.0000,0.5164,0.0836
2026-04-08 19:13:50.118,0,200,200,0.00,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.0075,0.0000,0.5164,0.0836
2026-04-08 19:14:00.118,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.0075,0.0000,0.5164,0.0836
2026-04-08 19:14:10.119,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.0075,0.0000,0.5164,0.0836
2026-04-08 19:14:20.118,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0211,0.0075,0.0000,0.5164,0.0836
2026-04-08 19:14:30.118,0,199,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.0075,0.0000,0.5164,0.0836
2026-04-08 19:14:40.118,0,199,200,0.00,0.0026,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0211,0.0075,0.0000,0.5164,0.0836
