Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 20:06:06.686,197,199,199
2025-11-20 20:06:16.684,200,199,200
2025-11-20 20:06:26.685,199,200,200
2025-11-20 20:06:36.685,199,199,200
2025-11-20 20:06:46.686,198,177,200
2025-11-20 20:06:56.685,197,194,200
2025-11-20 20:07:06.684,198,199,200
2025-11-20 20:07:16.685,198,200,200
2025-11-20 20:07:26.686,200,200,200
2025-11-20 20:07:36.685,197,200,200
2025-11-20 20:07:46.684,199,200,200
2025-11-20 20:07:56.685,199,200,200
2025-11-20 20:08:06.684,197,199,200
