Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,X_Position,Y_Position
2025-11-22 12:02:14.883,179,199,199,138.50,0.0026,0.0000,20.235,31.758
2025-11-22 12:02:24.884,199,199,200,138.43,0.0000,0.0026,21.206,13.710
