Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-22 10:31:38.248,199,199,199
2025-11-22 10:31:48.247,199,200,200
2025-11-22 10:31:58.247,200,200,200
2025-11-22 10:32:08.247,199,200,200
2025-11-22 10:32:18.247,200,200,200
2025-11-22 10:32:28.247,199,199,200
2025-11-22 10:32:38.247,198,199,200
2025-11-22 10:32:48.247,200,198,200
2025-11-22 10:32:58.248,198,199,200
2025-11-22 10:33:08.247,194,198,200
2025-11-22 10:33:18.247,197,200,200
2025-11-22 10:33:28.247,185,186,200
2025-11-22 10:33:38.247,200,200,200
2025-11-22 10:33:48.248,198,200,200
2025-11-22 10:33:58.247,198,200,200
2025-11-22 10:34:08.247,198,146,200
2025-11-22 10:34:18.247,198,200,200
2025-11-22 10:34:28.247,197,200,200
2025-11-22 10:34:38.247,199,200,200
2025-11-22 10:34:48.247,199,200,200
