Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-04-09 19:42:04.046,0,198,199,0.00,0.0052,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:42:14.046,0,199,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:42:24.046,0,199,200,0.00,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:42:34.047,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:42:44.046,0,200,200,0.00,0.0000,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:42:54.046,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:43:04.046,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:43:14.046,0,200,200,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:43:24.046,0,200,200,0.00,0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:43:34.046,0,200,200,0.00,0.0000,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:43:44.046,0,200,200,0.00,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:43:54.046,0,200,200,0.00,-0.0026,-0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:44:04.047,0,200,200,0.00,-0.0026,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000
2026-04-09 19:44:14.046,0,199,200,0.00,-4.5657,7.6314,0.0000,0.0000,0.0000,0.0000,1.8248,1.1631,0.0000,-0.2317,0.3683
2026-04-09 19:44:24.046,0,199,200,0.00,-6.4455,6.6052,0.0000,0.0000,0.0000,0.0000,0.0818,3.7401,0.0000,-0.3125,0.4109
2026-04-09 19:44:34.046,0,199,200,0.00,-5.2831,6.8460,0.0000,0.0000,0.0000,0.0000,-2.7199,4.4340,0.0000,-0.2650,0.3350
2026-04-09 19:44:44.046,0,200,200,0.00,-5.9376,6.1104,0.0000,0.0000,0.0000,0.0000,-4.3706,1.7083,0.0000,-0.2912,0.3088
2026-04-09 19:44:54.047,0,198,200,0.00,-8.3933,7.8147,0.0000,0.0000,0.0000,0.0000,-2.7014,1.4397,0.0000,-0.4367,0.4359
2026-04-09 19:45:04.046,0,200,200,0.00,-5.7438,6.1654,0.0000,0.0000,0.0000,0.0000,-0.1428,3.6428,0.0000,-0.2897,0.3103
2026-04-09 19:45:14.046,0,200,200,0.00,-2.7829,3.7201,0.0000,0.0000,0.0000,0.0000,0.5109,5.1607,0.0000,-0.2881,0.3119
2026-04-09 19:45:24.046,0,199,200,0.00,-2.7829,3.7201,0.0000,0.0000,0.0000,0.0000,-0.1503,6.5956,0.0000,-0.0845,0.5155
2026-04-09 19:45:34.046,0,198,200,0.00,-2.7829,3.7201,0.0000,0.0000,0.0000,0.0000,-1.6511,7.0883,0.0000,-0.0720,0.5280
2026-04-09 19:45:44.046,0,199,200,0.00,-2.7829,3.7201,0.0000,0.0000,0.0000,0.0000,-3.0341,6.3243,0.0000,-0.0720,0.5280
2026-04-09 19:45:54.046,0,200,200,0.00,-2.7829,3.7201,0.0000,0.0000,0.0000,0.0000,-3.4160,4.7909,0.0000,-0.0720,0.5280
2026-04-09 19:46:04.047,0,198,200,0.00,-2.7829,3.7201,0.0000,0.0000,0.0000,0.0000,-2.5531,3.4677,0.0000,-0.0720,0.5280
