Timestamp,Yaw_Angle(degrees),Hex_Byte0,Hex_Byte1,Hex_Byte2,Hex_Byte3,Hex_Byte4,Hex_Byte5,Hex_All
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:42,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.38,0xff,0xd5,0xff,0x77,0x73,0x7a,"ff d5 ff 77 73 7a 00 00"
2025-10-25 10:10:43,-64.38,0xff,0xd5,0xff,0x77,0x73,0x7a,"ff d5 ff 77 73 7a 00 00"
2025-10-25 10:10:43,-64.38,0xff,0xd5,0xff,0x77,0x73,0x7a,"ff d5 ff 77 73 7a 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:43,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xce,0xff,0x77,0x73,0x74,"ff ce ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xce,0xff,0x77,0x73,0x74,"ff ce ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xce,0xff,0x77,0x73,0x74,"ff ce ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xce,0xff,0x77,0x73,0x74,"ff ce ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xce,0xff,0x77,0x73,0x74,"ff ce ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xce,0xff,0x77,0x73,0x74,"ff ce ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xce,0xff,0x77,0x73,0x74,"ff ce ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
2025-10-25 10:10:44,-64.44,0xff,0xd5,0xff,0x77,0x73,0x74,"ff d5 ff 77 73 74 00 00"
