Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-19 19:58:07.615,199,199,199
2025-11-19 19:58:17.615,198,200,200
2025-11-19 19:58:27.615,198,200,200
2025-11-19 19:58:37.616,143,200,200
2025-11-19 19:58:47.616,0,200,200
2025-11-19 19:58:57.615,172,200,200
2025-11-19 19:59:07.616,198,200,200
2025-11-19 19:59:17.616,199,200,200
2025-11-19 19:59:27.615,197,200,200
2025-11-19 19:59:37.615,200,200,200
2025-11-19 19:59:47.615,200,200,200
2025-11-19 19:59:57.615,199,200,200
2025-11-19 20:00:07.615,199,200,200
2025-11-19 20:00:17.616,198,200,200
2025-11-19 20:00:27.615,198,199,200
2025-11-19 20:00:37.615,199,200,200
2025-11-19 20:00:47.615,196,199,200
2025-11-19 20:00:57.615,199,200,200
2025-11-19 20:01:07.615,200,198,200
2025-11-19 20:01:17.616,198,200,200
2025-11-19 20:01:27.615,200,199,200
2025-11-19 20:01:37.615,199,200,200
2025-11-19 20:01:47.615,199,200,200
2025-11-19 20:01:57.615,197,199,200
2025-11-19 20:02:07.616,200,200,200
2025-11-19 20:02:17.615,197,199,200
2025-11-19 20:02:27.615,195,199,200
2025-11-19 20:02:37.615,199,200,200
2025-11-19 20:02:47.616,199,200,200
2025-11-19 20:02:57.615,199,200,200
2025-11-19 20:03:07.615,200,200,200
2025-11-19 20:03:17.615,198,200,200
2025-11-19 20:03:27.615,199,199,200
2025-11-19 20:03:37.615,195,199,200
2025-11-19 20:03:47.615,198,198,200
2025-11-19 20:03:57.615,199,200,200
2025-11-19 20:04:07.615,198,200,200
2025-11-19 20:04:17.615,198,200,200
2025-11-19 20:04:27.615,196,197,200
2025-11-19 20:04:37.616,199,199,200
2025-11-19 20:04:47.616,197,200,200
2025-11-19 20:04:57.615,199,197,200
2025-11-19 20:05:07.615,199,199,200
2025-11-19 20:05:17.616,199,199,200
2025-11-19 20:05:27.615,200,195,200
2025-11-19 20:05:37.615,196,199,200
2025-11-19 20:05:47.615,200,200,200
2025-11-19 20:05:57.616,200,200,200
2025-11-19 20:06:07.615,199,200,200
2025-11-19 20:06:17.616,200,200,200
2025-11-19 20:06:27.615,200,200,200
2025-11-19 20:06:37.616,198,200,200
2025-11-19 20:06:47.615,199,200,200
2025-11-19 20:06:57.616,199,200,200
2025-11-19 20:07:07.615,200,200,200
2025-11-19 20:07:17.615,199,200,200
2025-11-19 20:07:27.615,197,200,200
2025-11-19 20:07:37.615,199,200,200
2025-11-19 20:07:47.615,199,200,200
2025-11-19 20:07:57.615,200,200,200
2025-11-19 20:08:07.615,194,200,200
2025-11-19 20:08:17.615,197,200,200
2025-11-19 20:08:27.615,199,200,200
2025-11-19 20:08:37.615,200,200,200
2025-11-19 20:08:47.615,200,200,200
2025-11-19 20:08:57.615,198,200,200
2025-11-19 20:09:07.615,135,200,200
2025-11-19 20:09:17.615,197,200,200
2025-11-19 20:09:27.616,199,200,200
2025-11-19 20:09:37.616,198,200,200
2025-11-19 20:09:47.615,199,200,200
2025-11-19 20:09:57.615,200,200,200
2025-11-19 20:10:07.615,198,200,200
2025-11-19 20:10:17.615,200,200,200
