Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,X_Position,Y_Position
2025-11-22 12:01:15.829,199,199,199,137.56,-0.0131,0.0052,11.905,24.702
