Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 19:30:18.824,199,199,199
2025-11-15 19:30:28.824,200,200,200
2025-11-15 19:30:38.824,199,200,200
2025-11-15 19:30:48.824,200,190,200
2025-11-15 19:30:58.824,200,181,200
2025-11-15 19:31:08.824,200,181,200
2025-11-15 19:31:18.824,198,182,200
2025-11-15 19:31:28.824,199,181,200
2025-11-15 19:31:38.825,200,191,200
2025-11-15 19:31:48.824,200,198,200
2025-11-15 19:31:58.829,200,199,200
2025-11-15 19:32:08.824,199,200,200
2025-11-15 19:32:18.825,199,200,200
2025-11-15 19:32:28.824,198,200,200
2025-11-15 19:32:38.824,199,200,200
