Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS,theta_yaw
2026-05-07 16:04:10.129,0,9,9,0.00,-0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-07 16:04:10.628,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-07 16:04:11.128,0,10,10,0.00,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-07 16:04:11.628,0,10,10,0.00,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-07 16:04:12.128,0,10,10,0.00,0.0001,0.0003,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
2026-05-07 16:04:12.628,0,10,10,0.00,0.0003,0.0003,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
2026-05-07 16:04:13.129,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
2026-05-07 16:04:13.628,0,10,10,0.00,0.0000,-0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
2026-05-07 16:04:14.131,0,10,10,0.00,-0.0001,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
2026-05-07 16:04:14.628,0,10,10,0.00,0.0001,-0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
2026-05-07 16:04:15.128,0,10,10,0.00,0.0000,-0.0003,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
2026-05-07 16:04:15.628,0,10,10,0.00,-0.0001,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:16.128,0,10,10,0.00,0.0000,-0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:16.628,0,10,10,0.00,-0.0001,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:17.128,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:17.628,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:18.128,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:18.628,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:19.128,0,10,10,0.00,0.0001,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:19.628,0,10,10,0.00,0.0000,-0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:20.128,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:20.628,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0641
2026-05-07 16:04:21.128,0,10,10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,3.5729
2026-05-07 16:04:21.628,0,10,10,0.00,0.0003,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,3.5729
2026-05-07 16:04:22.128,0,10,10,0.00,0.0000,0.0001,0.0000,0.0000,0.0000,-0.0000,0.0000,3.5729
2026-05-07 16:04:22.628,0,10,10,0.00,0.0635,-0.0423,-0.0062,-0.0000,0.0000,-0.0000,0.0000,3.5729
2026-05-07 16:04:23.128,0,10,10,0.00,0.2300,-0.2004,-0.0799,-0.0018,0.0000,-0.0000,0.0000,4.0697
2026-05-07 16:04:23.628,0,10,10,0.00,0.3596,-0.3707,-0.2317,-0.0079,0.0000,-0.0000,0.0000,3.9947
2026-05-07 16:04:24.128,0,10,10,0.00,0.0352,-0.0983,-0.3396,-0.0111,0.0000,-0.0000,0.0000,3.2838
2026-05-07 16:04:24.628,0,10,10,0.00,-0.0508,0.0401,-0.3355,-0.0111,0.0000,-0.0000,0.0000,1.1765
2026-05-07 16:04:25.128,0,10,10,0.00,-0.2011,0.2089,-0.2655,-0.0130,0.0000,-0.0000,0.0000,-0.0067
