Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 20:08:49.906,98,99,99
2025-11-15 20:08:59.907,100,100,100
2025-11-15 20:09:09.907,98,100,100
2025-11-15 20:09:19.906,100,100,100
2025-11-15 20:09:29.905,100,100,100
2025-11-15 20:09:39.906,98,167,100
2025-11-15 20:09:49.906,100,176,100
2025-11-15 20:09:59.906,96,174,100
2025-11-15 20:10:09.905,100,169,100
2025-11-15 20:10:19.905,99,170,100
2025-11-15 20:10:29.906,99,168,100
2025-11-15 20:10:39.907,99,175,100
2025-11-15 20:10:49.906,100,178,100
2025-11-15 20:10:59.906,99,175,100
2025-11-15 20:11:09.905,100,172,100
2025-11-15 20:11:19.905,98,170,100
2025-11-15 20:11:29.905,98,167,100
2025-11-15 20:11:39.907,100,175,100
2025-11-15 20:11:49.907,100,176,100
2025-11-15 20:11:59.906,100,172,100
2025-11-15 20:12:09.909,100,170,100
2025-11-15 20:12:19.906,100,169,100
2025-11-15 20:12:29.905,98,169,100
2025-11-15 20:12:39.905,99,175,100
2025-11-15 20:12:49.906,100,173,100
2025-11-15 20:12:59.905,99,175,100
2025-11-15 20:13:09.906,99,172,100
2025-11-15 20:13:19.905,99,110,100
2025-11-15 20:13:29.905,99,100,100
