Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 20:15:56.473,198,199,199
2025-11-20 20:16:06.473,196,198,200
2025-11-20 20:16:16.474,198,199,200
2025-11-20 20:16:26.473,199,197,200
2025-11-20 20:16:36.473,199,166,200
2025-11-20 20:16:46.473,198,165,200
2025-11-20 20:16:56.473,199,165,200
2025-11-20 20:17:06.474,198,166,200
2025-11-20 20:17:16.473,196,165,200
2025-11-20 20:17:26.473,196,166,200
2025-11-20 20:17:36.473,196,165,200
2025-11-20 20:17:46.473,199,166,200
2025-11-20 20:17:56.473,198,165,200
2025-11-20 20:18:06.473,199,166,200
2025-11-20 20:18:16.474,199,165,200
2025-11-20 20:18:26.473,199,179,200
2025-11-20 20:18:36.473,199,198,200
2025-11-20 20:18:46.473,200,200,200
2025-11-20 20:18:56.473,198,199,200
2025-11-20 20:19:06.475,194,200,200
2025-11-20 20:19:16.473,200,200,200
2025-11-20 20:19:26.473,199,196,200
