Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-19 19:32:48.867,198,199,199
2025-11-19 19:32:58.868,197,200,200
2025-11-19 19:33:08.867,199,199,200
2025-11-19 19:33:18.867,196,197,200
2025-11-19 19:33:28.867,200,200,200
2025-11-19 19:33:38.868,199,200,200
2025-11-19 19:33:48.868,200,200,200
2025-11-19 19:33:58.868,200,200,200
2025-11-19 19:34:08.867,199,200,200
2025-11-19 19:34:18.871,157,200,200
2025-11-19 19:34:28.870,0,200,200
2025-11-19 19:34:38.868,0,200,200
