Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 18:36:45.561,199,198,199
2025-11-15 18:36:55.562,200,200,200
2025-11-15 18:37:05.561,198,200,200
2025-11-15 18:37:15.560,198,188,200
2025-11-15 18:37:25.560,200,165,200
2025-11-15 18:37:35.560,197,165,200
2025-11-15 18:37:45.560,198,165,200
2025-11-15 18:37:55.560,199,166,200
2025-11-15 18:38:05.561,199,165,200
2025-11-15 18:38:15.560,194,161,200
2025-11-15 18:38:25.560,194,165,200
2025-11-15 18:38:35.561,196,166,200
2025-11-15 18:38:45.560,198,165,200
