Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 20:28:25.734,196,199,199
2025-11-15 20:28:35.735,199,200,200
2025-11-15 20:28:45.734,199,200,200
2025-11-15 20:28:55.736,199,187,200
2025-11-15 20:29:05.735,198,179,200
2025-11-15 20:29:15.734,199,179,200
2025-11-15 20:29:25.735,197,178,200
2025-11-15 20:29:35.734,200,179,200
2025-11-15 20:29:45.736,200,194,200
2025-11-15 20:29:55.735,200,200,200
2025-11-15 20:30:05.734,198,200,200
2025-11-15 20:30:15.735,199,200,200
2025-11-15 20:30:25.735,198,200,200
2025-11-15 20:30:35.734,198,199,200
