Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec (mode 1, PS2 off)
2025-11-15 10:04:14.451,198,198,199
2025-11-15 10:04:24.451,200,200,200
2025-11-15 10:04:34.451,131,200,200
2025-11-15 10:04:44.451,200,200,200
2025-11-15 10:04:54.451,199,200,200
2025-11-15 10:05:04.451,199,200,200
2025-11-15 10:05:14.451,197,200,200
2025-11-15 10:05:24.451,200,200,200
2025-11-15 10:05:34.451,200,200,200
2025-11-15 10:05:44.452,199,200,200
2025-11-15 10:05:54.451,199,200,200
2025-11-15 10:06:04.451,200,200,200
2025-11-15 10:06:14.451,200,200,200
2025-11-15 10:06:24.451,199,200,200
2025-11-15 10:06:34.451,200,200,200
2025-11-15 10:06:44.451,199,200,200
2025-11-15 10:06:54.451,199,200,200
2025-11-15 10:07:04.451,200,200,200
2025-11-15 10:07:14.451,199,200,200
2025-11-15 10:07:24.452,200,200,200
2025-11-15 10:07:34.451,200,200,200
2025-11-15 10:07:44.452,199,200,200
2025-11-15 10:07:54.451,200,200,200
2025-11-15 10:08:04.451,196,200,200
2025-11-15 10:08:14.452,200,200,200
2025-11-15 10:08:24.452,200,200,200
2025-11-15 10:08:34.451,200,200,200
2025-11-15 10:08:44.452,163,200,200
2025-11-15 10:08:54.452,170,200,200
2025-11-15 10:09:04.451,148,200,200
2025-11-15 10:09:14.451,184,200,200
2025-11-15 10:09:24.452,199,200,200
2025-11-15 10:09:34.451,161,200,200
2025-11-15 10:09:44.451,171,200,200
2025-11-15 10:09:54.452,196,200,200
2025-11-15 10:10:04.451,192,200,200
2025-11-15 10:10:14.451,138,199,200
2025-11-15 10:10:24.451,198,200,200
2025-11-15 10:10:34.451,200,200,200
2025-11-15 10:10:44.451,200,199,200
2025-11-15 10:10:54.451,196,197,200
2025-11-15 10:11:04.451,199,199,200
2025-11-15 10:11:14.451,200,200,200
2025-11-15 10:11:24.451,166,200,200
2025-11-15 10:11:34.452,165,199,200
2025-11-15 10:11:44.452,198,198,200
2025-11-15 10:11:54.451,133,199,200
2025-11-15 10:12:04.451,198,198,200
2025-11-15 10:12:14.451,199,199,200
2025-11-15 10:12:24.451,198,200,200
2025-11-15 10:12:34.451,194,195,200
2025-11-15 10:12:44.451,200,200,200
