Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 20:29:15.532,196,198,199
2025-11-20 20:29:25.532,199,199,200
2025-11-20 20:29:35.533,197,197,200
2025-11-20 20:29:45.532,197,166,200
2025-11-20 20:29:55.532,199,166,200
2025-11-20 20:30:05.532,198,165,200
2025-11-20 20:30:15.533,196,166,200
2025-11-20 20:30:25.532,200,165,200
2025-11-20 20:30:35.532,199,166,200
2025-11-20 20:30:45.532,197,165,200
2025-11-20 20:30:55.532,198,172,200
2025-11-20 20:31:05.532,197,200,200
2025-11-20 20:31:15.532,199,199,200
2025-11-20 20:31:25.532,196,200,200
2025-11-20 20:31:35.532,200,199,200
2025-11-20 20:31:45.532,197,198,200
2025-11-20 20:31:55.532,197,199,200
2025-11-20 20:32:05.532,196,198,200
2025-11-20 20:32:15.533,198,198,200
2025-11-20 20:32:25.532,196,198,200
2025-11-20 20:32:35.532,197,200,200
2025-11-20 20:32:45.532,198,200,200
2025-11-20 20:32:55.532,198,200,200
2025-11-20 20:33:05.532,197,200,200
2025-11-20 20:33:15.532,198,200,200
2025-11-20 20:33:25.532,197,200,200
