Timestamp,Yaw_Angle(degrees)
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:48,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:49,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,-0.0700073
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:50,0
2025-10-25 09:56:51,0
2025-10-25 09:56:51,0
2025-10-25 09:56:51,0
2025-10-25 09:56:51,0
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
2025-10-25 09:56:51,0.06
