Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 18:14:43.068,197,199,199
2025-11-15 18:14:53.067,199,200,200
2025-11-15 18:15:03.067,196,198,200
2025-11-15 18:15:13.070,195,182,200
2025-11-15 18:15:23.068,199,181,200
2025-11-15 18:15:33.067,200,181,200
2025-11-15 18:15:43.070,199,181,200
2025-11-15 18:15:53.068,198,181,200
2025-11-15 18:16:03.068,198,180,200
2025-11-15 18:16:13.068,199,181,200
2025-11-15 18:16:23.068,198,182,200
2025-11-15 18:16:33.070,198,182,200
2025-11-15 18:16:43.068,198,181,200
2025-11-15 18:16:53.071,193,181,200
2025-11-15 18:17:03.069,199,181,200
2025-11-15 18:17:13.069,197,180,200
2025-11-15 18:17:23.067,199,182,200
2025-11-15 18:17:33.068,197,180,200
2025-11-15 18:17:43.068,200,181,200
2025-11-15 18:17:53.069,199,180,200
2025-11-15 18:18:03.068,200,181,200
2025-11-15 18:18:13.068,198,180,200
2025-11-15 18:18:23.067,196,180,200
2025-11-15 18:18:33.069,199,181,200
2025-11-15 18:18:43.068,196,181,200
2025-11-15 18:18:53.069,197,189,200
2025-11-15 18:19:03.068,199,199,200
2025-11-15 18:19:13.068,198,199,200
2025-11-15 18:19:23.068,198,200,200
