Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-22 11:12:31.924,194,199,199
2025-11-22 11:12:41.924,186,200,200
2025-11-22 11:12:51.925,198,200,200
2025-11-22 11:13:01.925,199,199,200
2025-11-22 11:13:11.924,199,199,200
2025-11-22 11:13:21.924,198,199,200
2025-11-22 11:13:31.926,196,200,200
2025-11-22 11:13:41.925,197,199,200
2025-11-22 11:13:51.926,197,198,200
2025-11-22 11:14:01.925,193,199,200
2025-11-22 11:14:11.925,199,199,200
2025-11-22 11:14:21.924,199,199,200
2025-11-22 11:14:31.924,199,200,200
2025-11-22 11:14:41.925,181,199,200
2025-11-22 11:14:51.925,199,199,200
2025-11-22 11:15:01.924,199,199,200
2025-11-22 11:15:11.925,197,200,200
2025-11-22 11:15:21.924,200,200,200
2025-11-22 11:15:31.925,199,200,200
2025-11-22 11:15:41.925,198,199,200
2025-11-22 11:15:51.925,199,200,200
2025-11-22 11:16:01.924,198,148,200
2025-11-22 11:16:11.924,200,200,200
2025-11-22 11:16:21.925,199,200,200
2025-11-22 11:16:31.925,197,200,200
2025-11-22 11:16:41.925,197,200,200
2025-11-22 11:16:51.925,197,200,200
2025-11-22 11:17:01.924,198,200,200
2025-11-22 11:17:11.926,200,200,200
2025-11-22 11:17:21.924,197,200,200
2025-11-22 11:17:31.925,198,200,200
2025-11-22 11:17:41.924,192,200,200
2025-11-22 11:17:51.925,199,199,200
