Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw,Left_Velocity_LOS,Right_Velocity_LOS
2026-04-08 19:26:28.290,0,197,199,0.00,-8.5294,8.2938,0.0000,0.0000,0.0000,0.0000,1.2232,0.1071,0.0000,-0.4409,0.4358
2026-04-08 19:26:38.291,0,200,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,2.3896,0.7528,0.0000,-0.3003,0.2997
2026-04-08 19:26:48.289,0,200,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,1.8495,0.6443,0.0000,-0.2223,0.2277
2026-04-08 19:26:58.292,0,199,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,2.3722,0.4704,0.0000,-0.0752,0.3748
2026-04-08 19:27:08.292,0,198,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,2.0050,0.8810,0.0000,-0.0720,0.5280
2026-04-08 19:27:18.292,0,199,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,2.1197,0.3422,0.0000,-0.0720,0.5280
2026-04-08 19:27:28.291,0,200,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,2.2876,0.8669,0.0000,-0.0720,0.5280
2026-04-08 19:27:38.291,0,200,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,1.8815,0.4947,0.0000,-0.0720,0.5280
2026-04-08 19:27:48.293,0,200,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,2.4188,0.6163,0.0000,-0.0720,0.5280
2026-04-08 19:27:58.290,0,200,200,0.00,0.0104,2.9897,0.0000,0.0000,0.0000,0.0000,1.8919,0.7773,0.0000,-0.0720,0.5280
