Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-15 21:21:12.940,196,199,199
2025-11-15 21:21:22.940,200,200,200
2025-11-15 21:21:32.940,198,191,200
2025-11-15 21:21:42.940,199,179,200
2025-11-15 21:21:52.940,133,181,200
2025-11-15 21:22:02.940,198,181,200
2025-11-15 21:22:12.940,200,181,200
2025-11-15 21:22:22.940,200,181,200
2025-11-15 21:22:32.945,200,182,200
2025-11-15 21:22:42.940,198,180,200
2025-11-15 21:22:52.939,199,181,200
2025-11-15 21:23:02.940,199,181,200
2025-11-15 21:23:12.939,197,179,200
2025-11-15 21:23:22.940,200,200,200
2025-11-15 21:23:32.940,200,196,200
2025-11-15 21:23:42.940,200,200,200
2025-11-15 21:23:52.942,200,174,200
2025-11-15 21:24:02.941,197,200,200
2025-11-15 21:24:12.940,197,200,200
2025-11-15 21:24:22.940,196,199,200
2025-11-15 21:24:32.940,199,197,200
2025-11-15 21:24:42.940,199,200,200
2025-11-15 21:24:52.940,198,199,200
2025-11-15 21:25:02.939,198,199,200
2025-11-15 21:25:12.940,197,199,200
2025-11-15 21:25:22.940,198,152,200
2025-11-15 21:25:32.940,200,171,200
2025-11-15 21:25:42.940,200,10,200
2025-11-15 21:25:52.940,198,200,200
2025-11-15 21:26:02.940,199,200,200
2025-11-15 21:26:12.940,197,200,200
2025-11-15 21:26:22.940,199,200,200
2025-11-15 21:26:32.941,195,200,200
