Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec
2025-11-20 19:34:25.455,199,198,199
2025-11-20 19:34:35.455,200,200,200
2025-11-20 19:34:45.457,199,199,200
2025-11-20 19:34:55.454,175,200,200
2025-11-20 19:35:05.455,159,200,200
2025-11-20 19:35:15.455,198,200,200
2025-11-20 19:35:25.455,200,177,200
2025-11-20 19:35:35.455,199,165,200
2025-11-20 19:35:45.455,198,166,200
2025-11-20 19:35:55.455,199,165,200
2025-11-20 19:36:05.454,200,166,200
2025-11-20 19:36:15.455,200,165,200
2025-11-20 19:36:25.455,199,166,200
2025-11-20 19:36:35.455,197,165,200
2025-11-20 19:36:45.455,198,166,200
2025-11-20 19:36:55.455,197,165,200
2025-11-20 19:37:05.456,198,166,200
2025-11-20 19:37:15.455,197,165,200
2025-11-20 19:37:25.455,197,165,200
2025-11-20 19:37:35.455,197,165,200
2025-11-20 19:37:45.455,197,165,200
2025-11-20 19:37:55.455,198,166,200
2025-11-20 19:38:05.455,200,165,200
2025-11-20 19:38:15.455,197,166,200
2025-11-20 19:38:25.455,197,165,200
2025-11-20 19:38:35.455,196,166,200
2025-11-20 19:38:45.455,198,165,200
2025-11-20 19:38:55.455,198,166,200
2025-11-20 19:39:05.454,200,165,200
2025-11-20 19:39:15.455,197,166,200
