Timestamp,IMU_Packages_per_sec,Odom_Packages_per_sec,Send_Packages_per_sec,Yaw_Angle,Left_Velocity_mps,Right_Velocity_mps,qx,qy,qz,qw,x,y,quaternion_yaw
2025-11-27 11:45:06.507,19,19,19,0.00,0.0000,-0.0026,0.0073,0.0076,0.0021,0.9999,0.0000,0.0000,0.0043
2025-11-27 11:45:07.504,20,20,20,0.00,0.0000,0.0000,0.0073,0.0076,0.0021,0.9999,0.0000,0.0000,0.0043
2025-11-27 11:45:08.507,20,20,20,0.00,0.0000,-0.0052,0.0067,0.0078,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:09.506,20,20,20,0.00,0.0052,0.0000,0.0067,0.0078,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:10.504,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,-0.0000,-0.0000,0.0035
2025-11-27 11:45:11.506,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:12.504,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:13.505,20,20,20,0.00,-0.0026,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:14.505,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:15.505,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:16.505,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:17.505,18,20,20,0.00,-0.0026,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:18.505,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:19.504,20,20,20,0.00,0.0052,-0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:20.505,20,20,20,0.00,-0.0026,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:21.506,20,20,20,0.00,0.0000,0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:22.505,20,20,20,0.00,0.0000,0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:23.504,20,20,20,0.00,0.0000,-0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:24.505,20,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:25.506,20,20,20,0.00,0.0000,-0.0052,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:26.505,20,20,20,0.00,0.0000,0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:27.505,20,20,20,0.00,0.0000,-0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:28.504,20,20,20,0.00,0.0000,0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:29.505,19,20,20,0.00,0.0000,-0.0104,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:30.504,18,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:31.504,19,20,20,0.00,0.0000,0.0000,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:32.505,20,20,20,0.00,0.0000,-0.0026,0.0065,0.0075,0.0017,0.9999,0.0000,0.0000,0.0035
2025-11-27 11:45:33.504,20,20,20,0.00,-0.0026,0.0000,0.0070,0.0065,0.0084,0.9999,-0.0001,-0.0000,0.0169
2025-11-27 11:45:34.505,20,20,20,0.00,-0.0026,0.0000,0.0065,0.0073,0.0068,0.9999,-0.0001,-0.0000,0.0137
2025-11-27 11:45:35.504,20,20,20,0.00,-0.0026,0.0000,0.0065,0.0073,0.0068,0.9999,-0.0001,-0.0000,0.0137
2025-11-27 11:45:36.506,20,20,20,0.00,-0.0026,-0.3403,0.0064,0.0073,0.0061,0.9999,-0.0008,-0.0000,0.0123
2025-11-27 11:45:37.504,20,20,20,0.00,0.0000,0.0000,0.0083,0.0062,-0.0386,0.9992,-0.0242,0.0009,-0.0771
2025-11-27 11:45:38.504,20,20,20,0.00,0.5838,0.0000,0.0077,0.0066,-0.0385,0.9992,-0.0309,0.0014,-0.0769
2025-11-27 11:45:39.505,20,20,20,0.00,-0.2749,-0.0026,0.0075,0.0069,-0.0256,0.9996,-0.0435,0.0022,-0.0511
2025-11-27 11:45:40.504,20,20,20,0.00,-0.8456,0.0000,0.0075,0.0070,-0.0259,0.9996,-0.0317,0.0016,-0.0517
2025-11-27 11:45:41.504,20,19,20,0.00,-0.0079,0.3324,0.0070,0.0070,-0.0329,0.9993,-0.0270,0.0013,-0.0657
2025-11-27 11:45:42.504,20,20,20,0.00,-0.0026,-0.0052,0.0064,0.0075,-0.0272,0.9995,-0.0204,0.0009,-0.0543
2025-11-27 11:45:43.504,20,20,20,0.00,0.0000,0.0000,0.0064,0.0075,-0.0272,0.9995,-0.0203,0.0009,-0.0543
2025-11-27 11:45:44.505,20,20,20,0.00,-0.0026,0.0000,0.0064,0.0075,-0.0272,0.9995,-0.0203,0.0009,-0.0543
2025-11-27 11:45:45.504,20,20,20,0.00,0.0000,-0.0079,0.0064,0.0075,-0.0272,0.9995,-0.0204,0.0009,-0.0543
2025-11-27 11:45:46.506,20,20,20,0.00,0.0000,-3.4374,0.0039,0.0097,-0.0865,0.9962,-0.0584,0.0055,-0.1732
2025-11-27 11:45:47.504,20,20,20,0.00,2.5604,0.5393,0.0070,0.0043,-0.1875,0.9822,-0.1391,0.0323,-0.3772
2025-11-27 11:45:48.506,20,20,20,0.00,-0.0680,3.8772,0.0126,0.0024,-0.0231,0.9996,-0.1323,0.0369,-0.0461
2025-11-27 11:45:49.505,20,20,20,0.00,-1.5969,-0.0026,0.0071,0.0093,0.1390,0.9902,-0.0356,0.0511,0.2791
2025-11-27 11:45:50.504,20,20,20,0.00,-4.7647,1.2723,0.0091,0.0112,0.0009,0.9998,0.0470,0.0599,0.0020
2025-11-27 11:45:51.504,20,20,20,0.00,0.0707,-0.3508,-0.0032,0.0053,-0.1242,0.9922,0.1249,0.0514,-0.2491
2025-11-27 11:45:52.506,20,20,20,0.00,0.0000,-2.2331,0.0027,0.0072,-0.1513,0.9884,0.1082,0.0562,-0.3038
2025-11-27 11:45:53.505,20,20,20,0.00,-0.0026,0.0052,0.0097,0.0012,-0.2265,0.9739,0.0717,0.0712,-0.4570
2025-11-27 11:45:54.505,20,20,20,0.00,0.0000,-0.0026,0.0090,0.0034,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:45:55.505,20,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:45:56.505,20,20,20,0.00,0.0000,-0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:45:57.505,20,20,20,0.00,0.0026,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:45:58.505,20,20,20,0.00,-0.0052,0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:45:59.506,20,20,20,0.00,0.0000,-0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:00.504,20,20,20,0.00,0.0026,-0.0052,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:01.505,20,20,20,0.00,-0.0026,-0.0052,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:02.505,19,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:03.505,20,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:04.504,20,20,20,0.00,0.0026,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:05.505,20,20,20,0.00,0.0000,-0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:06.505,20,20,20,0.00,0.0026,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:07.505,20,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:08.504,20,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:09.504,19,20,20,0.00,0.0000,0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:10.504,20,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:11.505,20,20,20,0.00,-0.0026,-0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:12.505,20,20,20,0.00,0.0000,0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:13.504,20,20,20,0.00,0.0026,-0.0052,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:14.504,20,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:15.504,20,20,20,0.00,0.0000,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:16.504,20,20,20,0.00,0.0026,0.0026,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
2025-11-27 11:46:17.505,19,20,20,0.00,0.0026,0.0000,0.0090,0.0036,-0.2255,0.9738,0.0717,0.0712,-0.4550
